ID;COD_TIPO_PRODUCTO;NOMBRE;CAPACIDAD;
103;3;'Bodega 72108';578324.7;
104;1;'Bodega 4329';771757.4;
105;2;'Bodega 30947';699429.4;
106;2;'Bodega 89277';836117.9;
107;3;'Bodega 17427';823471.1;
108;2;'Bodega 6705';756498.7;
109;3;'Bodega 55442';756786.1;
110;1;'Bodega 27602';725175.4;
111;3;'Bodega 9693';809187.0;
112;3;'Bodega 40546';856058.4;
113;1;'Bodega 59778';609668.2;
114;2;'Bodega 98339';928317.7;
115;3;'Bodega 31443';599946.2;
116;1;'Bodega 45034';871055.9;
117;1;'Bodega 78526';996003.6;
118;3;'Bodega 18235';535274.2;
119;3;'Bodega 32171';505984.4;
120;1;'Bodega 66745';872698.3;
121;2;'Bodega 75020';602977.6;
122;2;'Bodega 67313';530054.8;
123;3;'Bodega 80038';878616.4;
124;3;'Bodega 38215';921936.3;
125;1;'Bodega 38586';905775.0;
126;1;'Bodega 44464';768714.2;
127;3;'Bodega 38885';771513.0;
128;3;'Bodega 62465';946641.5;
129;2;'Bodega 60348';942425.9;
130;1;'Bodega 5671';718506.8;
131;2;'Bodega 62922';518942.7;
132;2;'Bodega 75808';816810.3;
133;1;'Bodega 97621';594888.5;
134;2;'Bodega 33020';899960.9;
135;1;'Bodega 16260';660169.0;
136;2;'Bodega 50593';716456.3;
137;3;'Bodega 62138';612944.1;
138;2;'Bodega 34776';641842.9;
139;1;'Bodega 77113';568252.0;
140;1;'Bodega 29459';708180.7;
141;2;'Bodega 72286';886447.6;
142;2;'Bodega 94043';518579.1;
143;1;'Bodega 27234';694953.5;
144;3;'Bodega 549';788546.3;
145;2;'Bodega 70459';565996.8;
146;3;'Bodega 94387';948143.9;
147;2;'Bodega 25930';929875.6;
148;1;'Bodega 6175';778938.8;
149;2;'Bodega 26033';773762.5;
150;2;'Bodega 73792';678879.9;
151;2;'Bodega 34499';890169.1;
152;2;'Bodega 2465';795108.3;
153;3;'Bodega 48345';599479.6;
154;3;'Bodega 46930';806758.3;
155;2;'Bodega 25270';803522.8;
156;3;'Bodega 43862';731228.1;
157;3;'Bodega 59999';922567.9;
158;2;'Bodega 59888';907310.4;
159;2;'Bodega 27339';698243.8;
160;3;'Bodega 80437';733145.6;
161;1;'Bodega 6838';548813.8;
162;1;'Bodega 90404';568900.6;
163;2;'Bodega 88894';566315.0;
164;3;'Bodega 79076';635590.7;
165;1;'Bodega 10426';843880.6;
166;3;'Bodega 13114';962207.6;
167;1;'Bodega 44048';686953.5;
168;2;'Bodega 1269';955575.3;
169;2;'Bodega 13539';901009.5;
170;2;'Bodega 1784';992058.1;
171;1;'Bodega 98795';861393.4;
172;2;'Bodega 1864';862105.5;
173;2;'Bodega 77891';997178.5;
174;2;'Bodega 29304';793169.7;
175;1;'Bodega 99962';560066.0;
176;2;'Bodega 86794';575164.0;
177;1;'Bodega 66252';588951.3;
178;1;'Bodega 99991';859641.1;
179;2;'Bodega 25353';573032.3;
180;2;'Bodega 96294';929831.9;
181;2;'Bodega 66359';504039.6;
182;3;'Bodega 17401';643965.5;
183;2;'Bodega 51440';750950.2;
184;3;'Bodega 53553';936146.0;
185;1;'Bodega 89201';505782.7;
186;1;'Bodega 55669';790822.6;
187;2;'Bodega 99964';892315.3;
188;2;'Bodega 1552';606079.3;
189;2;'Bodega 98417';767074.9;
190;3;'Bodega 53053';661243.3;
191;3;'Bodega 98392';835446.4;
192;1;'Bodega 50488';978632.3;
193;2;'Bodega 76228';871092.4;
194;2;'Bodega 76908';767905.9;
195;1;'Bodega 7281';843813.8;
196;3;'Bodega 40016';672431.8;
197;2;'Bodega 62176';731983.6;
198;3;'Bodega 44355';501699.7;
199;2;'Bodega 51022';627955.4;
200;3;'Bodega 59324';945838.2;
201;2;'Bodega 34440';665548.2;
202;1;'Bodega 5722';854229.2;
203;3;'Bodega 54769';725991.8;
204;3;'Bodega 80169';667548.6;
205;2;'Bodega 20130';878604.7;
206;3;'Bodega 69891';714401.0;
207;3;'Bodega 9039';871871.7;
208;3;'Bodega 40503';840826.9;
209;1;'Bodega 66242';723667.2;
210;2;'Bodega 45082';715896.7;
211;1;'Bodega 76435';855481.1;
212;2;'Bodega 28872';899785.7;
213;3;'Bodega 91410';991863.0;
214;2;'Bodega 86089';907826.5;
215;2;'Bodega 90510';715781.2;
216;3;'Bodega 85283';783490.6;
217;3;'Bodega 66986';625435.3;
218;3;'Bodega 19454';634560.3;
219;2;'Bodega 46907';742924.9;
220;1;'Bodega 30026';952577.3;
221;1;'Bodega 42340';889317.9;
222;1;'Bodega 1171';549905.3;
223;3;'Bodega 54680';924474.4;
224;2;'Bodega 61512';974544.4;
225;2;'Bodega 42122';626854.0;
226;2;'Bodega 90498';943322.1;
227;1;'Bodega 77670';801257.0;
228;1;'Bodega 95215';808471.2;
229;1;'Bodega 17221';898942.1;
230;3;'Bodega 61054';639948.2;
231;3;'Bodega 13807';939523.7;
232;1;'Bodega 95304';855245.7;
233;2;'Bodega 93230';530709.2;
234;1;'Bodega 91508';762154.4;
235;3;'Bodega 81813';550672.0;
236;1;'Bodega 23019';850889.3;
237;2;'Bodega 27740';968483.7;
238;3;'Bodega 413';743063.3;
239;1;'Bodega 34286';596279.6;
240;2;'Bodega 57757';889592.0;
241;3;'Bodega 6356';916655.1;
242;3;'Bodega 34368';570832.7;
243;2;'Bodega 26974';606679.2;
244;3;'Bodega 39360';618932.9;
245;1;'Bodega 46960';511898.7;
246;1;'Bodega 58422';537203.9;
247;3;'Bodega 3382';659902.1;
248;2;'Bodega 93381';780286.8;
249;2;'Bodega 71540';757715.1;
250;2;'Bodega 15232';996482.8;
251;2;'Bodega 8169';852157.5;
252;2;'Bodega 87324';728469.1;
253;1;'Bodega 97379';802597.2;
254;3;'Bodega 81520';891777.6;
255;1;'Bodega 70646';910142.3;
256;1;'Bodega 98043';778203.3;
257;2;'Bodega 31298';838609.5;
258;1;'Bodega 36840';607014.8;
259;2;'Bodega 9939';618295.7;
260;3;'Bodega 68377';673022.4;
261;3;'Bodega 58038';545114.7;
262;2;'Bodega 38854';979983.0;
263;2;'Bodega 76132';642019.5;
264;2;'Bodega 28954';721645.5;
265;2;'Bodega 897';978006.9;
266;3;'Bodega 26806';550994.6;
267;3;'Bodega 827';904975.4;
268;2;'Bodega 79156';832473.2;
269;2;'Bodega 84816';858192.3;
270;1;'Bodega 97937';905769.1;
271;2;'Bodega 82317';818838.7;
272;3;'Bodega 76975';853177.9;
273;2;'Bodega 70003';879455.8;
274;2;'Bodega 26994';907263.4;
275;1;'Bodega 19710';861421.0;
276;3;'Bodega 96996';595661.0;
277;2;'Bodega 82004';917089.5;
278;3;'Bodega 95645';985338.2;
279;2;'Bodega 72118';594968.6;
280;1;'Bodega 33555';915019.3;
281;1;'Bodega 35357';736057.3;
282;1;'Bodega 86139';513804.0;
283;2;'Bodega 42479';814841.5;
284;2;'Bodega 17805';685740.4;
285;2;'Bodega 23392';717646.6;
286;2;'Bodega 47384';916833.3;
287;1;'Bodega 55599';729926.3;
288;1;'Bodega 92873';638259.0;
289;3;'Bodega 30824';825739.0;
290;3;'Bodega 40633';619046.2;
291;3;'Bodega 53721';647913.7;
292;2;'Bodega 37224';560472.9;
293;2;'Bodega 36128';565018.6;
294;2;'Bodega 72742';543723.6;
295;3;'Bodega 5202';686469.6;
296;1;'Bodega 25100';918243.8;
297;1;'Bodega 89577';501510.7;
298;2;'Bodega 29616';638476.2;
299;3;'Bodega 98031';524043.5;
300;2;'Bodega 56880';699712.1;
301;3;'Bodega 6729';867974.0;
302;1;'Bodega 14907';775719.9;
303;1;'Bodega 96706';700213.5;
304;2;'Bodega 28467';585364.3;
305;1;'Bodega 81133';552186.8;
306;3;'Bodega 58174';597143.8;
307;2;'Bodega 2758';500762.8;
308;3;'Bodega 53146';918330.6;
309;1;'Bodega 71598';651998.9;
310;1;'Bodega 83372';500413.3;
311;1;'Bodega 96053';997612.8;
312;2;'Bodega 47035';815334.4;
313;3;'Bodega 55734';645374.6;
314;1;'Bodega 59773';505728.1;
315;3;'Bodega 57897';594679.5;
316;2;'Bodega 59711';939356.9;
317;2;'Bodega 68097';545236.1;
318;3;'Bodega 49385';530022.5;
319;3;'Bodega 58434';934125.0;
320;2;'Bodega 72323';727880.8;
321;3;'Bodega 48564';946772.9;
322;2;'Bodega 4544';950737.2;
323;1;'Bodega 54503';584299.4;
324;1;'Bodega 53856';740185.1;
325;3;'Bodega 13393';866102.5;
326;3;'Bodega 78815';872541.3;
327;2;'Bodega 19013';533920.4;
328;3;'Bodega 10908';606821.3;
329;3;'Bodega 75151';514599.9;
330;2;'Bodega 56260';766665.3;
331;3;'Bodega 74196';765781.8;
332;1;'Bodega 46310';673417.8;
333;3;'Bodega 14871';881470.9;
334;1;'Bodega 71814';774491.8;
335;1;'Bodega 49392';798462.6;
336;2;'Bodega 82179';665113.0;
337;2;'Bodega 83585';683212.2;
338;3;'Bodega 2130';929301.0;
339;1;'Bodega 5810';702132.7;
340;3;'Bodega 47610';610424.5;
341;2;'Bodega 9772';695996.9;
342;2;'Bodega 36239';952063.1;
343;3;'Bodega 63623';775078.3;
344;1;'Bodega 28172';575240.2;
345;3;'Bodega 22469';522317.6;
346;2;'Bodega 62303';561936.9;
347;3;'Bodega 95193';695505.0;
348;1;'Bodega 68890';804992.5;
349;2;'Bodega 90622';849458.7;
350;2;'Bodega 16812';777553.1;
351;2;'Bodega 78573';965969.0;
352;1;'Bodega 32815';756483.7;
353;3;'Bodega 44491';761169.2;
354;2;'Bodega 16909';786446.9;
355;1;'Bodega 35113';896028.8;
356;2;'Bodega 59480';703109.7;
357;2;'Bodega 71713';650434.0;
358;1;'Bodega 34114';521593.3;
359;1;'Bodega 95073';531899.5;
360;3;'Bodega 18133';828933.5;
361;2;'Bodega 98561';731005.5;
362;1;'Bodega 39804';800921.3;
363;3;'Bodega 31659';921736.7;
364;1;'Bodega 68373';584464.0;
365;2;'Bodega 34922';573353.0;
366;3;'Bodega 15366';989430.7;
367;2;'Bodega 27133';922635.2;
368;2;'Bodega 63115';575318.0;
369;3;'Bodega 95428';670896.2;
370;1;'Bodega 56531';834354.0;
371;1;'Bodega 69504';635570.9;
372;3;'Bodega 22533';651402.9;
373;2;'Bodega 97261';801441.2;
374;3;'Bodega 47527';537939.2;
375;2;'Bodega 36321';967733.1;
376;1;'Bodega 76562';641373.0;
377;3;'Bodega 11087';816057.5;
378;1;'Bodega 29813';797899.9;
379;3;'Bodega 86301';613580.4;
380;3;'Bodega 37888';982679.0;
381;2;'Bodega 67647';965735.8;
382;3;'Bodega 2993';990326.2;
383;2;'Bodega 16971';643191.1;
384;3;'Bodega 80073';534123.0;
385;2;'Bodega 80966';835255.3;
386;1;'Bodega 24390';738885.0;
387;1;'Bodega 52157';780520.1;
388;2;'Bodega 89301';607859.0;
389;1;'Bodega 95559';532123.6;
390;1;'Bodega 50279';515581.0;
391;2;'Bodega 72519';942403.6;
392;1;'Bodega 60376';949105.1;
393;2;'Bodega 8200';851466.3;
394;2;'Bodega 99065';690787.1;
395;3;'Bodega 62237';814941.7;
396;2;'Bodega 12919';511737.2;
397;1;'Bodega 60085';552640.2;
398;3;'Bodega 80852';546688.2;
399;1;'Bodega 19641';861818.8;
400;1;'Bodega 51853';773610.6;
401;2;'Bodega 37503';739070.8;
402;2;'Bodega 53548';682135.5;
403;3;'Bodega 73030';994222.2;
404;1;'Bodega 92802';950461.2;
405;1;'Bodega 82394';706155.4;
406;2;'Bodega 38269';815622.5;
407;3;'Bodega 31762';882056.1;
408;3;'Bodega 19971';573255.4;
409;2;'Bodega 73574';635786.7;
410;1;'Bodega 43516';602464.1;
411;2;'Bodega 74629';786903.6;
412;3;'Bodega 46262';569681.4;
413;2;'Bodega 15899';554148.7;
414;2;'Bodega 21536';622434.0;
415;2;'Bodega 66280';670522.6;
416;2;'Bodega 55325';953656.0;
417;1;'Bodega 96825';981847.6;
418;3;'Bodega 32433';530873.7;
419;2;'Bodega 25818';725057.8;
420;1;'Bodega 92355';746258.9;
421;2;'Bodega 64595';812002.3;
422;3;'Bodega 52765';538302.0;
423;1;'Bodega 31750';763032.1;
424;2;'Bodega 1030';925140.0;
425;2;'Bodega 22743';554790.3;
426;3;'Bodega 37494';680477.7;
427;2;'Bodega 74302';958686.0;
428;1;'Bodega 28561';850483.7;
429;2;'Bodega 66475';690651.3;
430;1;'Bodega 85542';754155.5;
431;2;'Bodega 62819';705468.2;
432;1;'Bodega 37192';534398.1;
433;2;'Bodega 65876';964461.8;
434;3;'Bodega 416';752620.4;
435;2;'Bodega 11817';622070.2;
436;3;'Bodega 2272';627090.3;
437;1;'Bodega 4514';725288.1;
438;2;'Bodega 90535';892224.3;
439;1;'Bodega 48290';958654.7;
440;3;'Bodega 72437';690754.3;
441;3;'Bodega 20440';827979.4;
442;3;'Bodega 31017';749918.2;
443;3;'Bodega 23997';556769.4;
444;3;'Bodega 52467';844579.6;
445;2;'Bodega 34144';649190.4;
446;2;'Bodega 32331';615333.1;
447;2;'Bodega 93789';700012.0;
448;1;'Bodega 40517';803975.2;
449;1;'Bodega 93153';595957.6;
450;3;'Bodega 58264';657220.5;
451;2;'Bodega 30997';829031.1;
452;2;'Bodega 49565';902506.8;
453;1;'Bodega 83831';863327.1;
454;3;'Bodega 89477';619448.8;
455;1;'Bodega 23021';662649.6;
456;2;'Bodega 68521';843166.8;
457;1;'Bodega 9853';629213.2;
458;1;'Bodega 96900';545307.3;
459;3;'Bodega 64402';854253.3;
460;1;'Bodega 92595';873877.8;
461;2;'Bodega 83393';662768.6;
462;1;'Bodega 6400';680519.4;
463;3;'Bodega 13198';849401.4;
464;1;'Bodega 70626';971222.9;
465;3;'Bodega 27119';615153.0;
466;3;'Bodega 52759';976178.8;
467;2;'Bodega 62298';961097.0;
468;1;'Bodega 184';945823.0;
469;2;'Bodega 29855';611810.5;
470;2;'Bodega 1286';725284.5;
471;1;'Bodega 89980';665177.6;
472;3;'Bodega 7016';510182.2;
473;1;'Bodega 12650';704952.7;
474;1;'Bodega 79731';758192.1;
475;3;'Bodega 68546';830071.4;
476;3;'Bodega 22985';868532.3;
477;3;'Bodega 56104';823979.6;
478;2;'Bodega 6807';554919.8;
479;1;'Bodega 61982';702940.5;
480;3;'Bodega 11808';995362.3;
481;3;'Bodega 16529';649319.5;
482;2;'Bodega 74683';702214.4;
483;2;'Bodega 91350';680649.2;
484;2;'Bodega 57582';923787.1;
485;2;'Bodega 66863';705860.5;
486;2;'Bodega 24058';911959.9;
487;3;'Bodega 80212';740789.5;
488;1;'Bodega 71456';603692.0;
489;2;'Bodega 52484';992134.4;
490;1;'Bodega 86111';627606.4;
491;3;'Bodega 99913';707843.0;
492;2;'Bodega 96724';796083.9;
493;2;'Bodega 21517';850749.5;
494;2;'Bodega 44269';554791.7;
495;1;'Bodega 1917';546263.0;
496;2;'Bodega 56366';570357.1;
497;1;'Bodega 60074';697258.0;
498;3;'Bodega 7233';593991.8;
499;1;'Bodega 50202';975206.1;
500;2;'Bodega 2419';616274.2;
501;2;'Bodega 44100';521784.6;
502;1;'Bodega 38108';735825.8;
503;1;'Bodega 72260';705317.4;
504;2;'Bodega 89942';812149.3;
505;2;'Bodega 82832';994368.9;
506;2;'Bodega 59896';638702.3;
507;3;'Bodega 80202';666870.2;
508;3;'Bodega 60873';866724.5;
509;3;'Bodega 27243';881913.7;
510;3;'Bodega 87822';542813.8;
511;1;'Bodega 17007';843591.7;
512;3;'Bodega 87070';608146.1;
513;2;'Bodega 54902';973657.4;
514;3;'Bodega 56775';768480.1;
515;2;'Bodega 4919';872281.5;
516;1;'Bodega 70695';723107.1;
517;2;'Bodega 61055';608397.2;
518;2;'Bodega 6101';520280.3;
519;3;'Bodega 81553';502700.9;
520;3;'Bodega 34203';615681.0;
521;1;'Bodega 4504';825332.4;
522;2;'Bodega 38203';946426.6;
523;3;'Bodega 83193';714519.4;
524;2;'Bodega 29231';804404.4;
525;1;'Bodega 14535';861137.6;
526;3;'Bodega 59977';872169.3;
527;1;'Bodega 8945';562917.4;
528;1;'Bodega 90655';861890.8;
529;1;'Bodega 36225';836676.8;
530;3;'Bodega 32930';579603.4;
531;2;'Bodega 64498';738195.9;
532;3;'Bodega 88643';660473.6;
533;3;'Bodega 36299';693433.6;
534;1;'Bodega 36080';938206.6;
535;1;'Bodega 74092';637630.6;
536;3;'Bodega 20260';546769.0;
537;2;'Bodega 76512';951440.0;
538;2;'Bodega 77368';696348.2;
539;1;'Bodega 24975';749742.6;
540;3;'Bodega 34960';625639.4;
541;1;'Bodega 53867';693290.9;
542;2;'Bodega 39656';507214.0;
543;2;'Bodega 30335';657969.8;
544;1;'Bodega 64984';775266.8;
545;2;'Bodega 32129';665965.6;
546;3;'Bodega 66743';504275.6;
547;2;'Bodega 1912';790579.3;
548;1;'Bodega 18317';741243.5;
549;1;'Bodega 56353';994465.5;
550;3;'Bodega 45249';855602.3;
551;2;'Bodega 41033';765056.4;
552;2;'Bodega 2458';643387.4;
553;1;'Bodega 13835';500109.0;
554;3;'Bodega 24825';594488.5;
555;3;'Bodega 94804';836575.1;
556;3;'Bodega 60292';899855.9;
557;3;'Bodega 69993';906123.7;
558;1;'Bodega 28298';940185.2;
559;1;'Bodega 70531';674431.9;
560;3;'Bodega 89040';748762.8;
561;1;'Bodega 48640';848456.9;
562;1;'Bodega 94473';590610.2;
563;1;'Bodega 55260';837872.0;
564;2;'Bodega 89031';709582.7;
565;2;'Bodega 10446';647982.1;
566;3;'Bodega 53832';518181.4;
567;2;'Bodega 38127';671234.3;
568;2;'Bodega 20703';925273.6;
569;3;'Bodega 28744';967519.8;
570;1;'Bodega 43496';593338.4;
571;2;'Bodega 35470';579984.5;
572;1;'Bodega 6232';983793.9;
573;3;'Bodega 16850';500593.1;
574;3;'Bodega 8991';951561.5;
575;3;'Bodega 30954';863422.3;
576;1;'Bodega 28626';811507.5;
577;2;'Bodega 98074';715423.8;
578;3;'Bodega 87130';973298.0;
579;1;'Bodega 70454';800612.2;
580;3;'Bodega 32111';961799.4;
581;2;'Bodega 96510';680204.1;
582;3;'Bodega 3837';643615.4;
583;1;'Bodega 3390';805360.2;
584;2;'Bodega 18329';855424.3;
585;1;'Bodega 50563';968198.1;
586;2;'Bodega 49836';897482.7;
587;2;'Bodega 28422';568227.9;
588;2;'Bodega 32541';664864.9;
589;1;'Bodega 70775';893246.4;
590;3;'Bodega 51621';918752.4;
591;3;'Bodega 31754';719316.0;
592;2;'Bodega 72477';713605.9;
593;1;'Bodega 21354';503825.1;
594;3;'Bodega 5232';816640.2;
595;1;'Bodega 67163';530982.8;
596;3;'Bodega 14311';733649.6;
597;1;'Bodega 72753';537572.8;
598;2;'Bodega 78927';640500.3;
599;2;'Bodega 14431';922679.1;
600;2;'Bodega 73583';823027.7;
601;1;'Bodega 20413';966035.9;
602;3;'Bodega 87506';809843.3;
603;2;'Bodega 71461';933780.2;
604;3;'Bodega 62449';905345.0;
605;1;'Bodega 69063';833075.8;
606;1;'Bodega 51457';509804.9;
607;2;'Bodega 55993';809146.8;
608;2;'Bodega 92328';591647.7;
609;3;'Bodega 40959';605908.5;
610;1;'Bodega 48454';892967.4;
611;3;'Bodega 49305';638910.5;
612;3;'Bodega 73647';956914.8;
613;3;'Bodega 96320';864989.0;
614;2;'Bodega 42225';751042.2;
615;1;'Bodega 62405';810842.6;
616;1;'Bodega 56250';962455.5;
617;3;'Bodega 49939';953471.7;
618;3;'Bodega 96974';910598.4;
619;2;'Bodega 37588';773635.7;
620;2;'Bodega 25984';902516.6;
621;1;'Bodega 74250';595047.5;
622;2;'Bodega 40331';839983.9;
623;1;'Bodega 54078';599974.4;
624;1;'Bodega 16735';882103.6;
625;3;'Bodega 31807';841748.4;
626;2;'Bodega 31320';724682.8;
627;3;'Bodega 47178';725390.3;
628;2;'Bodega 84510';725641.0;
629;3;'Bodega 80600';558681.1;
630;3;'Bodega 95157';786984.3;
631;3;'Bodega 12332';803178.0;
632;2;'Bodega 94566';513159.1;
633;2;'Bodega 22242';586572.0;
634;3;'Bodega 79198';836839.9;
635;2;'Bodega 22059';577155.8;
636;2;'Bodega 73495';929644.4;
637;1;'Bodega 48811';942375.2;
638;1;'Bodega 6671';601908.6;
639;2;'Bodega 33638';566844.4;
640;3;'Bodega 19471';600424.3;
641;1;'Bodega 70589';794709.1;
642;1;'Bodega 45178';650791.3;
643;1;'Bodega 9277';679211.1;
644;3;'Bodega 2029';855973.6;
645;2;'Bodega 21916';608819.3;
646;2;'Bodega 70118';885802.1;
647;2;'Bodega 43027';561536.8;
648;3;'Bodega 10566';847968.7;
649;2;'Bodega 87904';814350.4;
650;2;'Bodega 23831';884493.3;
651;3;'Bodega 24383';606730.8;
652;1;'Bodega 76528';563836.6;
653;2;'Bodega 16575';858497.0;
654;2;'Bodega 65383';821103.6;
655;2;'Bodega 16527';813994.4;
656;1;'Bodega 54508';697666.2;
657;2;'Bodega 63336';665961.4;
658;2;'Bodega 29759';738805.5;
659;1;'Bodega 97035';856181.7;
660;3;'Bodega 19896';538433.5;
661;1;'Bodega 58107';855761.7;
662;1;'Bodega 70650';887169.8;
663;3;'Bodega 6189';968856.5;
664;3;'Bodega 56116';842356.9;
665;1;'Bodega 16872';651863.1;
666;3;'Bodega 35125';678986.6;
667;1;'Bodega 67820';543862.0;
668;2;'Bodega 12743';923099.1;
669;2;'Bodega 54576';574182.8;
670;1;'Bodega 19748';997222.1;
671;3;'Bodega 71752';733539.9;
672;2;'Bodega 69273';743610.7;
673;2;'Bodega 70159';601733.2;
674;3;'Bodega 35085';716422.5;
675;3;'Bodega 37747';739802.3;
676;3;'Bodega 30415';830549.2;
677;3;'Bodega 60501';698078.8;
678;3;'Bodega 64015';837602.0;
679;3;'Bodega 68434';693790.6;
680;1;'Bodega 64188';835104.0;
681;3;'Bodega 80686';778976.3;
682;2;'Bodega 29819';514986.5;
683;2;'Bodega 94368';720632.0;
684;2;'Bodega 43824';973804.4;
685;3;'Bodega 41407';887268.4;
686;2;'Bodega 39829';781625.0;
687;1;'Bodega 89776';865045.6;
688;2;'Bodega 70058';660827.2;
689;2;'Bodega 5528';841127.2;
690;3;'Bodega 2322';681258.1;
691;1;'Bodega 2927';719649.1;
692;3;'Bodega 32133';863853.3;
693;1;'Bodega 51305';574986.4;
694;3;'Bodega 58859';592592.1;
695;3;'Bodega 92733';694000.7;
696;1;'Bodega 25340';951919.0;
697;2;'Bodega 41202';951730.9;
698;2;'Bodega 16606';659437.2;
699;3;'Bodega 28014';593842.7;
700;1;'Bodega 47219';921831.7;
701;3;'Bodega 92496';643351.0;
702;1;'Bodega 81283';665334.7;
703;1;'Bodega 40261';597039.9;
704;1;'Bodega 57819';795058.5;
705;1;'Bodega 73315';864083.1;
706;2;'Bodega 92935';650798.8;
707;2;'Bodega 77915';979398.5;
708;1;'Bodega 53534';695655.8;
709;3;'Bodega 98418';852957.8;
710;2;'Bodega 34704';716845.3;
711;2;'Bodega 53834';942890.0;
712;3;'Bodega 50074';989794.3;
713;3;'Bodega 40139';660242.3;
714;1;'Bodega 69318';892603.1;
715;1;'Bodega 53235';540958.2;
716;1;'Bodega 30588';637997.8;
717;1;'Bodega 57823';845945.1;
718;1;'Bodega 5455';960214.8;
719;1;'Bodega 42916';589364.3;
720;1;'Bodega 22127';710258.1;
721;3;'Bodega 7780';886733.7;
722;3;'Bodega 91131';856759.0;
723;1;'Bodega 58562';540300.2;
724;2;'Bodega 41197';535802.3;
725;3;'Bodega 64308';779249.0;
726;1;'Bodega 21511';919507.3;
727;3;'Bodega 69793';558662.8;
728;3;'Bodega 59149';844649.0;
729;2;'Bodega 91619';631840.9;
730;2;'Bodega 63359';590833.3;
731;2;'Bodega 44724';862213.0;
732;2;'Bodega 91510';713023.8;
733;2;'Bodega 30951';749842.6;
