ID;ESTADO;
336;'En funcionamiento';
337;'En funcionamiento';
338;'En funcionamiento';
339;'En funcionamiento';
340;'En funcionamiento';
341;'En funcionamiento';
342;'En funcionamiento';
343;'En funcionamiento';
344;'En funcionamiento';
345;'En funcionamiento';
346;'En funcionamiento';
347;'En funcionamiento';
348;'En funcionamiento';
349;'En funcionamiento';
350;'En ampliacion';
351;'En funcionamiento';
352;'En funcionamiento';
353;'En funcionamiento';
354;'En funcionamiento';
355;'En funcionamiento';
356;'En funcionamiento';
357;'En mantenimiento';
358;'En funcionamiento';
359;'En funcionamiento';
360;'En funcionamiento';
361;'En mantenimiento';
362;'En funcionamiento';
363;'En funcionamiento';
364;'En funcionamiento';
365;'En funcionamiento';
366;'En funcionamiento';
367;'En funcionamiento';
368;'En funcionamiento';
369;'En funcionamiento';
370;'En funcionamiento';
371;'En funcionamiento';
372;'En funcionamiento';
373;'En funcionamiento';
374;'En funcionamiento';
375;'En ampliacion';
376;'En funcionamiento';
377;'En funcionamiento';
378;'En funcionamiento';
379;'En funcionamiento';
380;'En funcionamiento';
381;'En funcionamiento';
382;'En funcionamiento';
383;'En funcionamiento';
384;'En funcionamiento';
385;'En funcionamiento';
386;'En funcionamiento';
387;'En funcionamiento';
388;'En funcionamiento';
389;'En funcionamiento';
390;'En funcionamiento';
391;'En funcionamiento';
392;'En funcionamiento';
393;'En mantenimiento';
394;'En mantenimiento';
395;'En funcionamiento';
396;'En funcionamiento';
397;'En mantenimiento';
398;'En funcionamiento';
399;'En funcionamiento';
400;'En funcionamiento';
401;'En funcionamiento';
402;'En funcionamiento';
403;'En funcionamiento';
404;'En funcionamiento';
405;'En funcionamiento';
406;'En funcionamiento';
407;'En funcionamiento';
408;'En funcionamiento';
409;'En funcionamiento';
410;'En funcionamiento';
411;'En ampliacion';
412;'En mantenimiento';
413;'En ampliacion';
414;'En funcionamiento';
415;'En ampliacion';
416;'En funcionamiento';
417;'En funcionamiento';
418;'En funcionamiento';
419;'En funcionamiento';
420;'En funcionamiento';
421;'En funcionamiento';
422;'En funcionamiento';
423;'En funcionamiento';
424;'En funcionamiento';
425;'En ampliacion';
426;'En funcionamiento';
427;'En funcionamiento';
428;'En funcionamiento';
429;'En funcionamiento';
430;'En ampliacion';
431;'En funcionamiento';
432;'En mantenimiento';
433;'En funcionamiento';
434;'En funcionamiento';
435;'En funcionamiento';
436;'En funcionamiento';
437;'En funcionamiento';
438;'En funcionamiento';
439;'En funcionamiento';
440;'En funcionamiento';
441;'En funcionamiento';
442;'En funcionamiento';
443;'En funcionamiento';
444;'En funcionamiento';
445;'En mantenimiento';
446;'En funcionamiento';
447;'En funcionamiento';
448;'En funcionamiento';
449;'En funcionamiento';
450;'En funcionamiento';
451;'En funcionamiento';
452;'En funcionamiento';
453;'En funcionamiento';
454;'En funcionamiento';
455;'En funcionamiento';
456;'En funcionamiento';
457;'En funcionamiento';
458;'En funcionamiento';
459;'En funcionamiento';
460;'En funcionamiento';
461;'En funcionamiento';
462;'En funcionamiento';
463;'En funcionamiento';
464;'En funcionamiento';
465;'En funcionamiento';
466;'En funcionamiento';
467;'En funcionamiento';
468;'En funcionamiento';
469;'En funcionamiento';
470;'En funcionamiento';
471;'En funcionamiento';
472;'En funcionamiento';
473;'En funcionamiento';
474;'En funcionamiento';
475;'En funcionamiento';
476;'En funcionamiento';
477;'En funcionamiento';
478;'En funcionamiento';
479;'En mantenimiento';
480;'En funcionamiento';
481;'En funcionamiento';
482;'En mantenimiento';
483;'En funcionamiento';
484;'En funcionamiento';
485;'En funcionamiento';
486;'En funcionamiento';
487;'En funcionamiento';
488;'En funcionamiento';
489;'En funcionamiento';
490;'En funcionamiento';
491;'En funcionamiento';
492;'En funcionamiento';
493;'En funcionamiento';
494;'En funcionamiento';
495;'En funcionamiento';
496;'En funcionamiento';
497;'En funcionamiento';
498;'En funcionamiento';
499;'En funcionamiento';
500;'En funcionamiento';
501;'En funcionamiento';
502;'En funcionamiento';
503;'En funcionamiento';
504;'En funcionamiento';
505;'En funcionamiento';
506;'En funcionamiento';
507;'En funcionamiento';
508;'En funcionamiento';
509;'En funcionamiento';
510;'En funcionamiento';
511;'En funcionamiento';
512;'En funcionamiento';
513;'En ampliacion';
514;'En funcionamiento';
515;'En funcionamiento';
516;'En funcionamiento';
517;'En funcionamiento';
518;'En funcionamiento';
519;'En funcionamiento';
520;'En funcionamiento';
521;'En funcionamiento';
522;'En funcionamiento';
523;'En funcionamiento';
524;'En funcionamiento';
525;'En funcionamiento';
526;'En funcionamiento';
527;'En funcionamiento';
528;'En ampliacion';
529;'En funcionamiento';
530;'En funcionamiento';
531;'En funcionamiento';
532;'En funcionamiento';
533;'En ampliacion';
534;'En ampliacion';
535;'En mantenimiento';
536;'En funcionamiento';
537;'En funcionamiento';
538;'En funcionamiento';
539;'En funcionamiento';
540;'En funcionamiento';
541;'En funcionamiento';
542;'En funcionamiento';
543;'En funcionamiento';
544;'En funcionamiento';
545;'En funcionamiento';
546;'En ampliacion';
547;'En ampliacion';
548;'En funcionamiento';
549;'En funcionamiento';
550;'En funcionamiento';
551;'En funcionamiento';
552;'En funcionamiento';
553;'En funcionamiento';
554;'En funcionamiento';
555;'En mantenimiento';
556;'En funcionamiento';
557;'En funcionamiento';
558;'En funcionamiento';
559;'En funcionamiento';
560;'En funcionamiento';
561;'En funcionamiento';
562;'En funcionamiento';
563;'En ampliacion';
564;'En funcionamiento';
565;'En funcionamiento';
566;'En funcionamiento';
567;'En funcionamiento';
568;'En funcionamiento';
569;'En funcionamiento';
570;'En funcionamiento';
571;'En funcionamiento';
572;'En funcionamiento';
573;'En funcionamiento';
574;'En ampliacion';
575;'En funcionamiento';
576;'En funcionamiento';
577;'En funcionamiento';
578;'En funcionamiento';
579;'En funcionamiento';
580;'En funcionamiento';
581;'En funcionamiento';
582;'En funcionamiento';
583;'En funcionamiento';
584;'En funcionamiento';
585;'En funcionamiento';
586;'En funcionamiento';
587;'En funcionamiento';
588;'En mantenimiento';
589;'En funcionamiento';
590;'En funcionamiento';
591;'En funcionamiento';
592;'En funcionamiento';
593;'En funcionamiento';
594;'En funcionamiento';
595;'En funcionamiento';
596;'En funcionamiento';
597;'En funcionamiento';
598;'En funcionamiento';
599;'En funcionamiento';
600;'En funcionamiento';
601;'En ampliacion';
602;'En funcionamiento';
603;'En funcionamiento';
604;'En funcionamiento';
605;'En funcionamiento';
606;'En funcionamiento';
607;'En funcionamiento';
608;'En mantenimiento';
609;'En funcionamiento';
610;'En mantenimiento';
611;'En mantenimiento';
612;'En funcionamiento';
613;'En ampliacion';
614;'En funcionamiento';
615;'En funcionamiento';
616;'En funcionamiento';
617;'En funcionamiento';
618;'En funcionamiento';
619;'En funcionamiento';
620;'En funcionamiento';
621;'En funcionamiento';
622;'En mantenimiento';
623;'En funcionamiento';
624;'En funcionamiento';
625;'En funcionamiento';
626;'En ampliacion';
627;'En funcionamiento';
628;'En mantenimiento';
629;'En funcionamiento';
630;'En ampliacion';
631;'En funcionamiento';
632;'En funcionamiento';
633;'En mantenimiento';
634;'En funcionamiento';
635;'En funcionamiento';
636;'En funcionamiento';
637;'En funcionamiento';
638;'En funcionamiento';
639;'En funcionamiento';
640;'En funcionamiento';
641;'En funcionamiento';
642;'En funcionamiento';
643;'En funcionamiento';
644;'En funcionamiento';
645;'En funcionamiento';
646;'En funcionamiento';
647;'En funcionamiento';
648;'En funcionamiento';
649;'En mantenimiento';
650;'En funcionamiento';
651;'En funcionamiento';
652;'En funcionamiento';
653;'En funcionamiento';
654;'En funcionamiento';
655;'En funcionamiento';
656;'En funcionamiento';
657;'En funcionamiento';
658;'En funcionamiento';
659;'En funcionamiento';
660;'En funcionamiento';
661;'En funcionamiento';
662;'En funcionamiento';
663;'En funcionamiento';
664;'En ampliacion';
665;'En funcionamiento';
666;'En funcionamiento';
667;'En funcionamiento';
668;'En funcionamiento';
669;'En funcionamiento';
670;'En funcionamiento';
671;'En funcionamiento';
672;'En funcionamiento';
673;'En funcionamiento';
674;'En funcionamiento';
675;'En funcionamiento';
676;'En funcionamiento';
677;'En funcionamiento';
678;'En funcionamiento';
679;'En funcionamiento';
680;'En funcionamiento';
681;'En funcionamiento';
682;'En mantenimiento';
683;'En funcionamiento';
684;'En funcionamiento';
685;'En funcionamiento';
686;'En funcionamiento';
687;'En funcionamiento';
688;'En mantenimiento';
689;'En funcionamiento';
690;'En funcionamiento';
691;'En funcionamiento';
692;'En funcionamiento';
693;'En funcionamiento';
694;'En funcionamiento';
695;'En funcionamiento';
696;'En funcionamiento';
697;'En funcionamiento';
698;'En funcionamiento';
699;'En ampliacion';
700;'En funcionamiento';
701;'En funcionamiento';
702;'En funcionamiento';
703;'En funcionamiento';
704;'En funcionamiento';
705;'En funcionamiento';
706;'En funcionamiento';
707;'En funcionamiento';
708;'En funcionamiento';
709;'En mantenimiento';
710;'En funcionamiento';
711;'En mantenimiento';
712;'En funcionamiento';
713;'En mantenimiento';
714;'En funcionamiento';
715;'En funcionamiento';
716;'En funcionamiento';
717;'En funcionamiento';
718;'En funcionamiento';
719;'En funcionamiento';
720;'En funcionamiento';
721;'En funcionamiento';
722;'En funcionamiento';
723;'En funcionamiento';
724;'En funcionamiento';
725;'En funcionamiento';
726;'En funcionamiento';
727;'En funcionamiento';
728;'En ampliacion';
729;'En funcionamiento';
730;'En funcionamiento';
731;'En funcionamiento';
732;'En funcionamiento';
733;'En funcionamiento';
734;'En ampliacion';
735;'En funcionamiento';
736;'En funcionamiento';
737;'En funcionamiento';
738;'En mantenimiento';
739;'En ampliacion';
740;'En mantenimiento';
741;'En funcionamiento';
742;'En funcionamiento';
743;'En funcionamiento';
744;'En funcionamiento';
745;'En funcionamiento';
746;'En funcionamiento';
747;'En funcionamiento';
748;'En funcionamiento';
749;'En funcionamiento';
750;'En funcionamiento';
751;'En funcionamiento';
752;'En funcionamiento';
753;'En funcionamiento';
754;'En funcionamiento';
755;'En funcionamiento';
756;'En funcionamiento';
757;'En funcionamiento';
758;'En funcionamiento';
759;'En funcionamiento';
760;'En mantenimiento';
761;'En funcionamiento';
762;'En funcionamiento';
763;'En funcionamiento';
764;'En funcionamiento';
765;'En funcionamiento';
766;'En funcionamiento';
767;'En funcionamiento';
768;'En funcionamiento';
769;'En funcionamiento';
770;'En funcionamiento';
771;'En funcionamiento';
772;'En funcionamiento';
773;'En funcionamiento';
774;'En funcionamiento';
775;'En funcionamiento';
776;'En mantenimiento';
777;'En funcionamiento';
778;'En funcionamiento';
779;'En funcionamiento';
780;'En funcionamiento';
781;'En funcionamiento';
782;'En funcionamiento';
783;'En funcionamiento';
784;'En ampliacion';
785;'En funcionamiento';
786;'En funcionamiento';
787;'En funcionamiento';
788;'En funcionamiento';
789;'En funcionamiento';
790;'En funcionamiento';
791;'En funcionamiento';
792;'En funcionamiento';
793;'En funcionamiento';
794;'En funcionamiento';
795;'En funcionamiento';
796;'En funcionamiento';
797;'En funcionamiento';
798;'En funcionamiento';
799;'En funcionamiento';
800;'En funcionamiento';
801;'En funcionamiento';
802;'En funcionamiento';
803;'En funcionamiento';
804;'En funcionamiento';
805;'En mantenimiento';
806;'En funcionamiento';
807;'En funcionamiento';
808;'En funcionamiento';
809;'En funcionamiento';
810;'En funcionamiento';
811;'En funcionamiento';
812;'En funcionamiento';
813;'En mantenimiento';
814;'En funcionamiento';
815;'En funcionamiento';
816;'En funcionamiento';
817;'En funcionamiento';
818;'En funcionamiento';
819;'En funcionamiento';
820;'En funcionamiento';
821;'En funcionamiento';
822;'En funcionamiento';
823;'En funcionamiento';
824;'En mantenimiento';
825;'En funcionamiento';
826;'En funcionamiento';
827;'En funcionamiento';
828;'En funcionamiento';
829;'En funcionamiento';
830;'En funcionamiento';
831;'En funcionamiento';
832;'En funcionamiento';
833;'En mantenimiento';
834;'En funcionamiento';
835;'En funcionamiento';
836;'En funcionamiento';
837;'En funcionamiento';
838;'En funcionamiento';
839;'En funcionamiento';
840;'En funcionamiento';
841;'En funcionamiento';
842;'En ampliacion';
843;'En funcionamiento';
844;'En funcionamiento';
845;'En funcionamiento';
846;'En funcionamiento';
847;'En funcionamiento';
848;'En funcionamiento';
849;'En funcionamiento';
850;'En ampliacion';
851;'En funcionamiento';
852;'En funcionamiento';
853;'En funcionamiento';
854;'En funcionamiento';
855;'En funcionamiento';
856;'En funcionamiento';
857;'En funcionamiento';
858;'En funcionamiento';
859;'En funcionamiento';
860;'En funcionamiento';
861;'En funcionamiento';
862;'En funcionamiento';
863;'En funcionamiento';
864;'En funcionamiento';
865;'En funcionamiento';
866;'En mantenimiento';
867;'En funcionamiento';
868;'En funcionamiento';
869;'En funcionamiento';
870;'En funcionamiento';
871;'En funcionamiento';
872;'En mantenimiento';
873;'En mantenimiento';
874;'En funcionamiento';
875;'En ampliacion';
876;'En funcionamiento';
877;'En funcionamiento';
878;'En funcionamiento';
879;'En mantenimiento';
880;'En funcionamiento';
881;'En funcionamiento';
882;'En funcionamiento';
883;'En funcionamiento';
884;'En funcionamiento';
885;'En funcionamiento';
886;'En funcionamiento';
887;'En funcionamiento';
888;'En funcionamiento';
889;'En funcionamiento';
890;'En funcionamiento';
891;'En funcionamiento';
892;'En funcionamiento';
893;'En funcionamiento';
894;'En funcionamiento';
895;'En funcionamiento';
896;'En ampliacion';
897;'En funcionamiento';
898;'En funcionamiento';
899;'En funcionamiento';
900;'En funcionamiento';
901;'En funcionamiento';
902;'En funcionamiento';
903;'En funcionamiento';
904;'En funcionamiento';
905;'En funcionamiento';
906;'En funcionamiento';
907;'En funcionamiento';
908;'En funcionamiento';
909;'En funcionamiento';
910;'En funcionamiento';
911;'En funcionamiento';
912;'En funcionamiento';
913;'En funcionamiento';
914;'En funcionamiento';
915;'En funcionamiento';
916;'En funcionamiento';
917;'En funcionamiento';
918;'En ampliacion';
919;'En mantenimiento';
920;'En ampliacion';
921;'En funcionamiento';
922;'En funcionamiento';
923;'En mantenimiento';
924;'En funcionamiento';
925;'En funcionamiento';
926;'En funcionamiento';
927;'En funcionamiento';
928;'En mantenimiento';
929;'En funcionamiento';
930;'En funcionamiento';
931;'En funcionamiento';
932;'En funcionamiento';
933;'En funcionamiento';
934;'En funcionamiento';
935;'En mantenimiento';
936;'En funcionamiento';
937;'En funcionamiento';
938;'En funcionamiento';
939;'En funcionamiento';
940;'En funcionamiento';
941;'En mantenimiento';
942;'En ampliacion';
943;'En funcionamiento';
944;'En ampliacion';
945;'En ampliacion';
946;'En funcionamiento';
947;'En funcionamiento';
948;'En funcionamiento';
949;'En funcionamiento';
950;'En funcionamiento';
951;'En funcionamiento';
952;'En funcionamiento';
953;'En funcionamiento';
954;'En funcionamiento';
955;'En funcionamiento';
956;'En ampliacion';
957;'En funcionamiento';
958;'En funcionamiento';
959;'En funcionamiento';
960;'En mantenimiento';
961;'En ampliacion';
962;'En funcionamiento';
963;'En funcionamiento';
964;'En funcionamiento';
965;'En funcionamiento';
966;'En funcionamiento';
967;'En mantenimiento';
968;'En funcionamiento';
969;'En funcionamiento';
970;'En funcionamiento';
971;'En funcionamiento';
972;'En funcionamiento';
973;'En funcionamiento';
974;'En funcionamiento';
975;'En funcionamiento';
976;'En funcionamiento';
977;'En funcionamiento';
978;'En funcionamiento';
979;'En funcionamiento';
980;'En funcionamiento';
981;'En funcionamiento';
982;'En funcionamiento';
983;'En funcionamiento';
984;'En funcionamiento';
985;'En funcionamiento';
986;'En funcionamiento';
987;'En funcionamiento';
988;'En funcionamiento';
989;'En funcionamiento';
990;'En funcionamiento';
991;'En funcionamiento';
992;'En funcionamiento';
993;'En funcionamiento';
994;'En funcionamiento';
995;'En funcionamiento';
996;'En funcionamiento';
997;'En funcionamiento';
998;'En ampliacion';
999;'En funcionamiento';
1000;'En funcionamiento';
1001;'En ampliacion';
1002;'En funcionamiento';
1003;'En funcionamiento';
1004;'En funcionamiento';
1005;'En funcionamiento';
1006;'En funcionamiento';
1007;'En funcionamiento';
1008;'En funcionamiento';
1009;'En funcionamiento';
1010;'En funcionamiento';
1011;'En funcionamiento';
1012;'En funcionamiento';
1013;'En funcionamiento';
1014;'En funcionamiento';
1015;'En funcionamiento';
1016;'En funcionamiento';
1017;'En funcionamiento';
1018;'En funcionamiento';
1019;'En funcionamiento';
1020;'En funcionamiento';
1021;'En funcionamiento';
1022;'En funcionamiento';
1023;'En funcionamiento';
1024;'En funcionamiento';
1025;'En funcionamiento';
1026;'En funcionamiento';
1027;'En funcionamiento';
1028;'En funcionamiento';
1029;'En funcionamiento';
1030;'En funcionamiento';
1031;'En funcionamiento';
1032;'En funcionamiento';
1033;'En funcionamiento';
1034;'En funcionamiento';
1035;'En funcionamiento';
1036;'En funcionamiento';
1037;'En funcionamiento';
1038;'En funcionamiento';
1039;'En funcionamiento';
1040;'En funcionamiento';
1041;'En funcionamiento';
1042;'En funcionamiento';
1043;'En funcionamiento';
1044;'En funcionamiento';
1045;'En funcionamiento';
1046;'En funcionamiento';
1047;'En funcionamiento';
1048;'En funcionamiento';
1049;'En ampliacion';
1050;'En funcionamiento';
1051;'En funcionamiento';
1052;'En funcionamiento';
1053;'En funcionamiento';
1054;'En funcionamiento';
1055;'En funcionamiento';
1056;'En ampliacion';
1057;'En ampliacion';
1058;'En funcionamiento';
1059;'En funcionamiento';
1060;'En funcionamiento';
1061;'En funcionamiento';
1062;'En funcionamiento';
1063;'En ampliacion';
1064;'En funcionamiento';
1065;'En funcionamiento';
1066;'En funcionamiento';
1067;'En funcionamiento';
1068;'En funcionamiento';
1069;'En funcionamiento';
1070;'En funcionamiento';
1071;'En funcionamiento';
1072;'En funcionamiento';
1073;'En funcionamiento';
1074;'En funcionamiento';
1075;'En funcionamiento';
1076;'En funcionamiento';
1077;'En funcionamiento';
1078;'En funcionamiento';
1079;'En funcionamiento';
1080;'En funcionamiento';
1081;'En funcionamiento';
1082;'En mantenimiento';
1083;'En funcionamiento';
1084;'En funcionamiento';
1085;'En funcionamiento';
1086;'En ampliacion';
1087;'En funcionamiento';
1088;'En funcionamiento';
1089;'En funcionamiento';
1090;'En funcionamiento';
1091;'En funcionamiento';
1092;'En funcionamiento';
1093;'En funcionamiento';
1094;'En ampliacion';
1095;'En funcionamiento';
1096;'En funcionamiento';
1097;'En funcionamiento';
1098;'En funcionamiento';
1099;'En funcionamiento';
1100;'En funcionamiento';
1101;'En funcionamiento';
1102;'En funcionamiento';
1103;'En funcionamiento';
1104;'En funcionamiento';
1105;'En funcionamiento';
1106;'En mantenimiento';
1107;'En funcionamiento';
1108;'En mantenimiento';
1109;'En ampliacion';
1110;'En funcionamiento';
1111;'En funcionamiento';
1112;'En funcionamiento';
1113;'En funcionamiento';
1114;'En funcionamiento';
1115;'En funcionamiento';
1116;'En funcionamiento';
1117;'En funcionamiento';
1118;'En funcionamiento';
1119;'En ampliacion';
1120;'En funcionamiento';
1121;'En funcionamiento';
1122;'En funcionamiento';
1123;'En funcionamiento';
1124;'En funcionamiento';
1125;'En funcionamiento';
1126;'En funcionamiento';
1127;'En funcionamiento';
1128;'En funcionamiento';
1129;'En funcionamiento';
1130;'En funcionamiento';
1131;'En funcionamiento';
1132;'En funcionamiento';
1133;'En funcionamiento';
1134;'En funcionamiento';
1135;'En funcionamiento';
1136;'En funcionamiento';
1137;'En funcionamiento';
1138;'En funcionamiento';
1139;'En ampliacion';
1140;'En funcionamiento';
1141;'En funcionamiento';
1142;'En funcionamiento';
1143;'En funcionamiento';
1144;'En funcionamiento';
1145;'En mantenimiento';
1146;'En funcionamiento';
1147;'En funcionamiento';
1148;'En funcionamiento';
1149;'En funcionamiento';
1150;'En funcionamiento';
1151;'En funcionamiento';
1152;'En ampliacion';
1153;'En funcionamiento';
1154;'En funcionamiento';
1155;'En funcionamiento';
1156;'En funcionamiento';
